236000	-915	-4773
237000	-4383	942
238000	-8081	-465
239000	1300	-2525
240000	3142	569
241000	-3664	-1358
242000	586	1831
243000	-10522	2071
244000	2484	138
245000	4796	-5708
246000	-1624	4870
247000	-14128	-2824
248000	-8158	-9169
249000	2744	484
250000	-622	473
251000	-4310	-1533
252000	-6975	-1528
253000	-19624	-7964
254000	6932	792
255000	10368	9363
256000	-8096	-33
257000	-12426	-5103
258000	-10456	-6121
259000	-4749	-4544
260000	8370	5657
261000	5712	4762
262000	-2773	-3854
263000	-3486	-4916
264000	1768	3597
265000	4730	-1978
266000	-2327	-1468
267000	-3031	-7277
268000	-885	449
269000	-980	-2091
270000	-779	-61
271000	325	-64
272000	-1763	-3240
273000	2321	959
274000	-2228	-7712
275000	8838	1541
276000	-1184	-2996
277000	5176	2914
278000	-2019	-1349
279000	1330	2917
280000	-1607	-248
281000	1378	4010
282000	-1043	2005
283000	636	3850
284000	1385	-3094
285000	7281	2318
286000	2637	7323
287000	-5539	-231
288000	-4596	-1669
289000	4135	-733
290000	2451	3106
291000	-2122	3330
292000	-3167	-1314
293000	4084	-2683
294000	-3139	868
295000	6589	4183
296000	-4726	737
297000	-1836	-4903
298000	1897	-2038
299000	-795	-641
300000	5937	4641
301000	-2451	753
302000	1316	-2845
303000	-8808	3141
304000	8379	807
305000	-8766	-8637
306000	1530	6863
307000	-5796	-1438
308000	-7703	-7879
309000	-2217	695
310000	-7400	-725
311000	-7295	-7456
312000	-7025	2121
313000	3850	5294
314000	-764	90
315000	7101	7306
316000	-3528	1438
317000	4257	4429
318000	-893	2444
319000	211	3392
320000	1874	1861
321000	3800	4659
322000	-9738	-6382
323000	-6646	-2594
324000	2836	1775
325000	6058	638
326000	4035	4313
327000	-4686	429
328000	-2916	1092
329000	2118	-3944
330000	5618	2282
331000	-14084	-6122
332000	5128	2071
333000	12935	7146
334000	5994	2276
335000	-4594	-1893
336000	-6497	-4582
337000	-3086	-3252
338000	-245	-1880
339000	4340	4674
340000	2884	2402
341000	2802	-153
342000	-6178	4779
343000	-10679	-8862
344000	1499	1006
345000	2484	-1160
346000	3572	-2174
347000	7187	5159
348000	926	4013
349000	-6509	-6900
350000	-135	-1599
351000	7891	4768
352000	493	-1745
353000	1239	1127
354000	-1737	-295
355000	-1800	-4303
356000	5917	2419
357000	535	1302
358000	-1620	-2566
359000	575	-513
360000	-120	-733
361000	5295	-3499
362000	-11032	1752
363000	2622	2356
364000	-8606	-10507
365000	6891	1503
366000	6210	6421
367000	-5865	-2186
368000	576	-1880
369000	75	1050
370000	9710	320
371000	6504	7363
372000	-10227	-5955
373000	819	-4136
374000	240	-1239
375000	3943	4003
376000	-1214	2340
377000	5254	-4068
378000	-6004	-2733
379000	1925	-4773
380000	2535	2118
381000	-10837	-7537
382000	-9094	-4741
383000	14468	8568
384000	-5098	-1085
385000	-8072	-9484
386000	7420	6758
387000	5033	5959
388000	1427	-5206
389000	-4179	-639
390000	1265	5044
391000	-4510	-5908
392000	6298	101
393000	4630	4878
394000	-6544	-1846
395000	5891	2453
396000	-8763	-5269
397000	2781	3376
398000	7270	2936
399000	-4088	-443
400000	-4370	-3003
401000	-3080	-6798
402000	-13481	-1142
403000	11339	6022
404000	5509	2760
405000	-7305	-5425
406000	-89	-1786
407000	-5439	-1995
408000	3670	2835
409000	3086	-694
410000	-5351	-1827
411000	1586	9798
412000	1847	-3172
413000	4871	-55
414000	14193	5796
415000	-3021	1388
416000	-9589	-8443
417000	-6827	-5752
418000	-3669	659
419000	4533	5971
420000	997	5821
421000	3021	-348
422000	9277	400
423000	-1727	-1021
424000	3943	-378
425000	3480	-2906
426000	-191	-3154
427000	5196	-5299
428000	-3124	-6851
429000	-2651	-5602
430000	5015	-5218
431000	-2667	-4327
432000	6627	-6560
433000	6630	-6871
434000	5963	4000
435000	706	3911
436000	-5855	-4807
437000	1780	-5134
438000	4123	-448
439000	-575	7433
440000	-583	-97
441000	-2185	1986
442000	-188	957
443000	1407	5759
444000	-3581	6165
445000	-2204	1027
446000	-127	-2645
447000	5487	1711
448000	6270	5709
449000	268	874
450000	4315	-196
451000	1012	-3739
452000	-4014	-2486
453000	-4857	-3947
454000	-3201	-2602
455000	1856	1199
456000	2332	5618
457000	-1811	-1217
458000	-989	-2309
459000	-1637	-2868
460000	513	-4616
461000	-1356	-4144
462000	-4444	-7818
463000	-2881	-4508
464000	-3160	-4490
465000	-3257	-2275
466000	-2717	-587
467000	-4063	-5800
468000	2573	-5071
469000	7899	3795
470000	-10346	-15225
471000	5319	4213
472000	1887	2800
473000	-8477	-7303
474000	4770	9566
475000	4623	6257
476000	-434	-4906
477000	5205	2224
478000	3616	2779
479000	1989	-7328
480000	14169	6264
481000	-14435	-2678
482000	1226	-2365
483000	-8446	-1047
484000	-3979	-2444
485000	-1937	800
486000	7665	-807
487000	1245	-1594
488000	494	-3878
489000	537	10512
490000	-2261	-1114
491000	-10328	-11482
492000	3419	4082
493000	3089	7609
494000	-4985	-5825
495000	4939	3017
496000	1811	5905
497000	-3990	-6666
498000	61	3345
499000	-8199	8112
500000	708	-2413
501000	2983	-4764
502000	324	-838
503000	-1163	3683
504000	-10159	138
505000	-7793	-1119
506000	4740	952
507000	9457	2711
508000	3724	3832
509000	-2127	-1297
510000	-3630	-4837
511000	1203	-2318
512000	-916	2476
513000	-5284	688
514000	-3491	-2438
515000	1525	-81
516000	6797	3424
517000	1968	3376
518000	-7573	-11939
519000	4972	12610
520000	3699	4275
521000	-12640	-9266
522000	6836	1316
523000	575	1226
524000	-12288	-1693
525000	2914	3084
526000	-45	-874
527000	2125	-2565
528000	-8355	11996
529000	-611	5840
530000	-14245	-2328
531000	1946	-670
532000	-3863	4899
533000	-1931	-696
534000	2088	5047
535000	809	1527
536000	6448	-674
537000	4261	2548
538000	-19678	-5940
539000	-6286	-8787
540000	3514	-6356
541000	6229	6065
542000	4596	9647
543000	-5590	-5756
544000	5322	-5013
545000	3725	-4127
546000	-2651	601
547000	-11202	-5292
548000	-10432	-8957
549000	3036	455
550000	4846	4202
551000	3034	7019
552000	-9274	-3182
553000	4417	-1738
554000	4071	-2573
555000	-16	1438
556000	-8225	3746
557000	-9790	-6022
558000	8361	-4821
559000	1496	-97
560000	9854	7045
561000	-4398	-180
562000	-1036	1379
563000	4557	1079
564000	4804	7093
565000	-2582	6252
566000	-6622	3641
567000	6637	10907
568000	-51	360
569000	6232	4123
570000	4964	1979
571000	944	88
572000	-5931	-6123
573000	-116	-787
574000	-1464	2811
575000	-1609	1827
576000	1878	2402
577000	1601	-1484
578000	-14544	1608
579000	2371	7568
580000	4197	6253
581000	-5798	4439
582000	3257	3246
583000	-6687	4111
584000	-2530	5198
585000	-891	1726
586000	-2432	2087
587000	2693	3123
588000	6719	3672
589000	-1700	-3335
590000	-5405	-4933
591000	-5049	-2267
592000	1443	-1202
593000	5367	3606
594000	2799	1540
595000	2936	-3538
596000	9341	3328
597000	2144	-4456
598000	5874	-2258
599000	-10851	-5094
600000	-2828	-4065
601000	-5309	-4055
602000	-2840	-209
603000	1270	2424
604000	-3189	-1735
605000	420	-1114
606000	10938	2208
607000	-1596	-2555
608000	11378	4427
609000	-1548	-2278
610000	-6959	-5162
611000	-9626	-6276
612000	-2369	4065
613000	3187	5961
614000	5756	5548
615000	1697	2884
616000	6704	-5939
617000	10388	-2414
618000	4540	-2375
619000	3975	-2755
620000	2604	-3739
621000	1272	279
622000	1170	709
623000	6571	3816
624000	5516	5642
625000	-893	11007
626000	511	6713
627000	103	-1678
628000	-2379	-6673
629000	7135	3334
630000	-1423	9223
631000	-9661	-2410
632000	-2557	-5402
633000	7347	3123
634000	2276	6754
635000	4584	8146
636000	-917	-5255
637000	1860	2731
638000	-3030	-5984
639000	2701	6280
640000	-10134	-1509
641000	-2055	-2968
642000	-1245	1383
643000	570	-155
644000	-1334	1126
645000	3777	7679
646000	-6752	-5339
647000	-2414	-5518
648000	3459	6103
649000	-5415	-3407
650000	0	0
651000	0	0
652000	0	0
653000	0	0
654000	0	0
655000	0	0
656000	0	0
657000	0	0
658000	0	0
659000	0	0
660000	0	0
661000	0	0
662000	0	0
663000	0	0
664000	0	0
665000	0	0
666000	0	0
667000	0	0
668000	0	0
669000	0	0
670000	0	0
671000	0	0
672000	0	0
673000	0	0
674000	0	0
675000	0	0
676000	0	0
677000	0	0
678000	0	0
679000	0	0
680000	0	0
681000	0	0
682000	0	0
683000	0	0
684000	0	0
685000	0	0
686000	0	0
687000	0	0
688000	0	0
689000	0	0
690000	0	0
691000	0	0
692000	0	0
693000	0	0
694000	0	0
695000	0	0
696000	0	0
697000	0	0
698000	0	0
699000	0	0
700000	0	0
701000	0	0
702000	0	0
703000	0	0
704000	0	0
705000	0	0
706000	0	0
707000	0	0
708000	0	0
709000	0	0
710000	0	0
711000	0	0
712000	0	0
713000	0	0
714000	0	0
715000	0	0
716000	0	0
717000	0	0
718000	0	0
719000	0	0
720000	0	0
721000	0	0
722000	0	0
723000	0	0
724000	0	0
725000	0	0
726000	0	0
727000	0	0
728000	0	0
729000	0	0
730000	0	0
731000	0	0
732000	0	0
733000	0	0
734000	0	0
735000	0	0
736000	0	0
737000	0	0
738000	0	0
739000	0	0
740000	0	0
741000	0	0
742000	0	0
743000	0	0
744000	0	0
745000	0	0
746000	0	0
747000	0	0
748000	0	0
749000	0	0
750000	0	0
751000	0	0
752000	0	0
753000	0	0
754000	0	0
755000	0	0
756000	0	0
757000	0	0
758000	0	0
759000	0	0
760000	0	0
761000	0	0
762000	0	0
763000	0	0
764000	0	0
765000	0	0
766000	0	0
767000	0	0
768000	0	0
769000	0	0
770000	0	0
771000	0	0
772000	0	0
773000	0	0
774000	0	0
775000	0	0
776000	0	0
777000	0	0
778000	0	0
779000	0	0
780000	0	0
781000	0	0
782000	0	0
783000	0	0
784000	0	0
785000	0	0
786000	0	0
787000	0	0
788000	0	0
789000	0	0
790000	0	0
791000	0	0
792000	0	0
793000	0	0
794000	0	0
795000	0	0
796000	0	0
797000	0	0
798000	0	0
799000	0	0
800000	0	0
801000	0	0
802000	0	0
803000	0	0
804000	0	0
805000	0	0
806000	0	0
807000	0	0
808000	0	0
809000	0	0
810000	0	0
811000	0	0
812000	0	0
813000	0	0
814000	0	0
815000	0	0
816000	0	0
817000	0	0
818000	0	0
819000	0	0
820000	0	0
821000	0	0
822000	0	0
823000	0	0
824000	0	0
825000	0	0
826000	0	0
827000	0	0
828000	0	0
829000	0	0
830000	0	0
831000	0	0
832000	0	0
833000	0	0
834000	0	0
835000	0	0
836000	0	0
837000	0	0
838000	0	0
839000	0	0
840000	0	0
841000	0	0
842000	0	0
843000	0	0
844000	0	0
845000	0	0
846000	0	0
847000	0	0
848000	0	0
849000	0	0
850000	0	0
851000	0	0
852000	0	0
853000	0	0
854000	0	0
855000	0	0
856000	0	0
857000	0	0
858000	0	0
859000	0	0
860000	0	0
861000	0	0
862000	0	0
863000	0	0
864000	0	0
865000	0	0
866000	0	0
867000	0	0
868000	0	0
869000	0	0
870000	0	0
871000	0	0
872000	0	0
873000	0	0
874000	0	0
875000	0	0
876000	0	0
877000	0	0
878000	0	0
879000	0	0
880000	0	0
881000	0	0
882000	0	0
883000	0	0
884000	0	0
885000	0	0
886000	0	0
887000	0	0
888000	0	0
889000	0	0
890000	0	0
891000	0	0
892000	0	0
893000	0	0
894000	0	0
895000	0	0
896000	0	0
897000	0	0
898000	0	0
899000	0	0
900000	0	0
901000	0	0
902000	0	0
903000	0	0
904000	0	0
905000	0	0
906000	0	0
907000	0	0
908000	0	0
909000	0	0
910000	0	0
911000	0	0
912000	0	0
913000	0	0
914000	0	0
915000	0	0
916000	0	0
917000	0	0
918000	0	0
919000	0	0
920000	0	0
921000	0	0
922000	0	0
923000	0	0
924000	0	0
925000	0	0
926000	0	0
927000	0	0
928000	0	0
929000	0	0
930000	0	0
931000	0	0
932000	0	0
933000	0	0
934000	0	0
935000	0	0
936000	0	0
937000	0	0
938000	0	0
939000	0	0
940000	0	0
941000	0	0
942000	0	0
943000	0	0
944000	0	0
945000	0	0
946000	0	0
947000	0	0
948000	0	0
949000	0	0
950000	0	0
951000	0	0
952000	0	0
953000	0	0
954000	0	0
955000	0	0
956000	0	0
957000	0	0
958000	0	0
959000	0	0
960000	0	0
961000	0	0
962000	0	0
963000	0	0
964000	0	0
965000	0	0
966000	0	0
967000	0	0
968000	0	0
969000	0	0
970000	0	0
971000	0	0
972000	0	0
973000	0	0
974000	0	0
975000	0	0
976000	0	0
977000	0	0
978000	0	0
979000	0	0
980000	0	0
981000	0	0
982000	0	0
983000	0	0
984000	0	0
985000	0	0
986000	0	0
987000	0	0
988000	0	0
989000	0	0
990000	0	0
991000	0	0
992000	0	0
993000	0	0
994000	0	0
995000	0	0
996000	0	0
997000	0	0
998000	0	0
999000	0	0
1000000	0	0
1001000	0	0
1002000	0	0
1003000	0	0
1004000	0	0
1005000	0	0
1006000	0	0
1007000	0	0
1008000	0	0
1009000	0	0
1010000	0	0
1011000	0	0
1012000	0	0
1013000	0	0
1014000	0	0
1015000	0	0
1016000	0	0
1017000	0	0
1018000	0	0
1019000	0	0
1020000	0	0
1021000	0	0
1022000	0	0
1023000	0	0
1024000	0	0
1025000	0	0
1026000	0	0
1027000	0	0
1028000	0	0
1029000	0	0
1030000	0	0
1031000	0	0
1032000	0	0
1033000	0	0
1034000	0	0
1035000	0	0
1036000	0	0
1037000	0	0
1038000	0	0
1039000	0	0
1040000	0	0
1041000	0	0
1042000	0	0
1043000	0	0
1044000	0	0
1045000	0	0
1046000	0	0
1047000	0	0
1048000	0	0
1049000	0	0
1050000	0	0
1051000	0	0
1052000	0	0
1053000	0	0
1054000	0	0
1055000	0	0
1056000	0	0
1057000	0	0
1058000	0	0
1059000	0	0
1060000	0	0
1061000	0	0
1062000	0	0
1063000	0	0
1064000	0	0
1065000	0	0
1066000	0	0
1067000	0	0
1068000	0	0
1069000	0	0
1070000	0	0
1071000	0	0
1072000	0	0
1073000	0	0
1074000	0	0
1075000	0	0
1076000	0	0
1077000	0	0
1078000	0	0
1079000	0	0
1080000	0	0
1081000	0	0
1082000	0	0
1083000	0	0
1084000	0	0
1085000	0	0
1086000	0	0
1087000	0	0
1088000	0	0
1089000	0	0
1090000	0	0
1091000	0	0
1092000	0	0
1093000	0	0
1094000	0	0
1095000	0	0
1096000	0	0
1097000	0	0
1098000	0	0
1099000	0	0
1100000	0	0
1101000	0	0
1102000	0	0
1103000	0	0
1104000	0	0
1105000	0	0
1106000	0	0
1107000	0	0
1108000	0	0
1109000	0	0
1110000	0	0
1111000	0	0
1112000	0	0
1113000	0	0
1114000	0	0
1115000	0	0
1116000	0	0
1117000	0	0
1118000	0	0
1119000	0	0
1120000	0	0
1121000	0	0
1122000	0	0
1123000	0	0
1124000	0	0
1125000	0	0
1126000	0	0
1127000	0	0
1128000	0	0
1129000	0	0
1130000	0	0
1131000	0	0
1132000	0	0
1133000	0	0
1134000	0	0
1135000	0	0
1136000	0	0
1137000	0	0
1138000	0	0
1139000	0	0
1140000	0	0
1141000	0	0
1142000	0	0
1143000	0	0
1144000	0	0
1145000	0	0
1146000	0	0
1147000	0	0
1148000	0	0
1149000	0	0
1150000	0	0
1151000	0	0
1152000	0	0
1153000	0	0
1154000	0	0
1155000	0	0
1156000	0	0
1157000	0	0
1158000	0	0
1159000	0	0
1160000	0	0
1161000	0	0
1162000	0	0
1163000	0	0
1164000	0	0
1165000	0	0
1166000	0	0
1167000	0	0
1168000	0	0
1169000	0	0
1170000	0	0
1171000	0	0
1172000	0	0
1173000	0	0
1174000	0	0
1175000	0	0
1176000	0	0
1177000	0	0
1178000	0	0
1179000	0	0
1180000	0	0
1181000	0	0
1182000	0	0
1183000	0	0
1184000	0	0
1185000	0	0
1186000	0	0
1187000	0	0
1188000	0	0
1189000	0	0
1190000	0	0
1191000	0	0
1192000	0	0
1193000	0	0
1194000	0	0
1195000	0	0
1196000	0	0
1197000	0	0
1198000	0	0
1199000	0	0
1200000	0	0
1201000	0	0
1202000	0	0
1203000	0	0
1204000	0	0
1205000	0	0
1206000	0	0
1207000	0	0
1208000	0	0
1209000	0	0
1210000	0	0
1211000	0	0
1212000	0	0
1213000	0	0
1214000	0	0
1215000	0	0
1216000	0	0
1217000	0	0
1218000	0	0
1219000	0	0
1220000	0	0
1221000	0	0
1222000	0	0
1223000	0	0
1224000	0	0
1225000	0	0
1226000	0	0
1227000	0	0
1228000	0	0
1229000	0	0
1230000	0	0
1231000	0	0
1232000	0	0
1233000	0	0
1234000	0	0
1235000	0	0
1236000	0	0
1237000	0	0
1238000	0	0
1239000	0	0
1240000	0	0
1241000	0	0
1242000	0	0
1243000	0	0
1244000	0	0
1245000	0	0
1246000	0	0
1247000	0	0
1248000	0	0
1249000	0	0
1250000	0	0
1251000	0	0
1252000	0	0
1253000	0	0
1254000	0	0
1255000	0	0
1256000	0	0
1257000	0	0
1258000	0	0
1259000	0	0
1260000	0	0
1261000	0	0
1262000	0	0
1263000	0	0
1264000	0	0
1265000	0	0
1266000	0	0
1267000	0	0
1268000	0	0
1269000	0	0
1270000	0	0
1271000	0	0
1272000	0	0
1273000	0	0
1274000	0	0
1275000	0	0
1276000	0	0
1277000	0	0
1278000	0	0
1279000	0	0
1280000	0	0
1281000	0	0
1282000	0	0
1283000	0	0
1284000	0	0
1285000	0	0
1286000	0	0
1287000	0	0
1288000	0	0
1289000	0	0
1290000	0	0
1291000	0	0
1292000	0	0
1293000	0	0
1294000	0	0
1295000	0	0
1296000	0	0
1297000	0	0
1298000	0	0
1299000	0	0
1300000	0	0
1301000	0	0
1302000	0	0
1303000	0	0
1304000	0	0
1305000	0	0
1306000	0	0
1307000	0	0
1308000	0	0
1309000	0	0
1310000	0	0
1311000	0	0
1312000	0	0
1313000	0	0
1314000	0	0
1315000	0	0
1316000	0	0
1317000	0	0
1318000	0	0
1319000	0	0
1320000	0	0
1321000	0	0
1322000	0	0
1323000	0	0
1324000	0	0
1325000	0	0
1326000	0	0
1327000	0	0
1328000	0	0
1329000	0	0
1330000	0	0
1331000	0	0
1332000	0	0
